,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1433010552121425923,1433010552121425920,2021-09-01 10:15:14+00:00,2021-09-01,10:15:14,0,1015564304500731904,alyshaosman,me,,gna read vol 0 and gojos hs arc all over again so ill be depressed over satosugu,en,[],[],[],0,0,0,[],[],https://twitter.com/alyshaosman/status/1433010552121425923,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
11,1432961495369846787,1432936606277595136,2021-09-01 07:00:18+00:00,2021-09-01,07:00:18,0,1128174985854324736,kinghasaan786,kinghasaanツ,,@Rage0Trick @Gladius_CR he just depressed as fuck,en,[],[],[],1,0,3,[],[],https://twitter.com/kinghasaan786/status/1432961495369846787,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'Rage0Trick', 'name': 'Ramy❤️Rage', 'id': '1064452198845820928'}, {'screen_name': 'Gladius_CR', 'name': 'Gladius', 'id': '820270684144177153'}]",,,,
12,1432951675304636416,1432915333275271168,2021-09-01 06:21:17+00:00,2021-09-01,06:21:17,0,1224103450754965504,tr45hb1n,Tr45hB1n,,"@Zackary_118 Minty cool, and depressed",en,[],[],[],1,0,0,[],[],https://twitter.com/Tr45hB1n/status/1432951675304636416,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'Zackary_118', 'name': 'Zackary118', 'id': '959568737266425856'}]",,,,
13,1432943015362842626,1432943015362842624,2021-09-01 05:46:52+00:00,2021-09-01,05:46:52,0,25772416,fuzzlee,Elintseeker,,"Sometimes I think a lot of people out there are angry/depressed because they are too much into the idea of happiness. I recommend a heavy dosage of extreme music. Every time I feel depressed/dark/angry, it helps to listen to music that matches the dark energy.",en,[],[],[],1,0,1,[],[],https://twitter.com/fuzzlee/status/1432943015362842626,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
14,1432878704888217601,1432878704888217600,2021-09-01 01:31:19+00:00,2021-09-01,01:31:19,0,35524806,iskonglasalista,Benedict Exconde,,"Now more than ever, I feel so useless and depressed. I do not have the millions or billions that I could have given to pay for Daddy's treatment, as I am also facing a severe financial crisis after losing my supposedly new job because of the pandemic.",en,[],[],[],3,0,1,[],[],https://twitter.com/iskonglasalista/status/1432878704888217601,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
15,1432865409808535555,1432865409808535552,2021-09-01 00:38:29+00:00,2021-09-01,00:38:29,0,1103662297577222146,au_dedm,austin has issues,,depressed rn i miss him  https://t.co/xsxU6XTNIG,en,[],[],['https://pbs.twimg.com/media/E-KPfQtWYAMD7_y.jpg'],0,0,0,[],[],https://twitter.com/au_dedm/status/1432865409808535555,False,,1,https://pbs.twimg.com/media/E-KPfQtWYAMD7_y.jpg,,"1.290270,103.851959,20km",,,,,[],,,,
16,1432828235201466370,1432809123012390912,2021-08-31 22:10:46+00:00,2021-08-31,22:10:46,0,104781254,neilsinhababu,Neil Sinhababu,,"@freganmitts @2Philosophical_ @FreyChristopher That's right, but my story about it is that the simple pleasures aren't hitting hard enough.  Those depressed people aren't net hedonically positive, I take it. Well, let's get them all the way up sustainably, with future chemicals if needed. and then see what they do.",en,[],[],[],1,0,1,[],[],https://twitter.com/neilsinhababu/status/1432828235201466370,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'freganmitts', 'name': 'Megan Fritts', 'id': '895401024592203780'}, {'screen_name': '2Philosophical_', 'name': 'J.P.', 'id': '1276016095254712321'}, {'screen_name': 'FreyChristopher', 'name': 'Christopher Frey', 'id': '45501571'}]",,,,
17,1432811956172308483,1432809123012390912,2021-08-31 21:06:05+00:00,2021-08-31,21:06:05,0,104781254,neilsinhababu,Neil Sinhababu,,@freganmitts @FreyChristopher I agree with you about the problem and disagree with his solution. My utilitarian solution would just be to set things up so people are clearly net-positive on the pleasure/pain balance and not depressed or in despair.,en,[],[],[],1,0,1,[],[],https://twitter.com/neilsinhababu/status/1432811956172308483,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'freganmitts', 'name': 'Megan Fritts', 'id': '895401024592203780'}, {'screen_name': 'FreyChristopher', 'name': 'Christopher Frey', 'id': '45501571'}]",,,,
18,1432805939082452994,1432805939082452992,2021-08-31 20:42:10+00:00,2021-08-31,20:42:10,0,1419016080052293633,lilinth_,lilinth,,"i feel...empty. why am i not in anime life😭 they looks soo happy🥺🥺 i dont want my life, i hate it, im not depressed anymore, but once in a while, i still hate it😭 i still regret and questioning some things in the past, and never not cryyyy.",en,[],[],[],1,0,0,[],[],https://twitter.com/lilinth_/status/1432805939082452994,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
19,1432777955600601088,1432777955600601088,2021-08-31 18:50:58+00:00,2021-08-31,18:50:58,0,2359285086,harisonramon,Ricky,,Bruh I’m depressed,en,[],[],[],1,0,1,[],[],https://twitter.com/HarisonRamon/status/1432777955600601088,False,https://twitter.com/now_arsenai/status/1432777447389507588,0,,,"1.290270,103.851959,20km",,,,,[],,,,
20,1432733970219765761,1432733970219765760,2021-08-31 15:56:12+00:00,2021-08-31,15:56:12,0,1257482493168513024,aerys88,t,,HOT DIGGITY DAMN I AM DEPRESSED,en,[],[],[],0,4,7,[],[],https://twitter.com/AERYS88/status/1432733970219765761,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
21,1432707736022695936,1432707736022695936,2021-08-31 14:11:57+00:00,2021-08-31,14:11:57,0,940503240159895552,angelicbetch,𝓓𝓪𝓷𝓲𝓮𝓵,,I'm depressed - me This kind of people damn fucked up one eh - Jordan Jialat Jialat - Jing Wei  What's and who's next?,en,[],[],[],0,0,3,[],[],https://twitter.com/AngelicBetch/status/1432707736022695936,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
22,1432686486420279301,1432683420249849856,2021-08-31 12:47:31+00:00,2021-08-31,12:47:31,0,2477918364,mrfirdausjailan,eFJei 🇲🇾🇵🇸,,@SyahidahDarmawi Sabar. Dia OKU. Netizen Malaysia tengah serang dia sekarang ni. Elok dia pulangkan jela pingat emas tu sebelum depress 😂,in,[],[],[],0,0,0,[],[],https://twitter.com/mrfirdausjailan/status/1432686486420279301,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'SyahidahDarmawi', 'name': 'Syahidah Darmawi (샤히다)', 'id': '2288221622'}]",,,,
23,1432613844455550976,1432598581874024448,2021-08-31 07:58:51+00:00,2021-08-31,07:58:51,0,1202971763283570693,lfc_woshijay,jayden,,@jumpinheart Clearly I was depressed enough to miss that out 😔,en,[],[],[],0,0,0,[],[],https://twitter.com/LFC_woshijay/status/1432613844455550976,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'jumpinheart', 'name': 'Natsreix', 'id': '798601473168769024'}]",,,,
24,1432606634455416833,1432606634455416832,2021-08-31 07:30:12+00:00,2021-08-31,07:30:12,0,4179604752,achvoice,A Chronic Voice,,"""#Chamomile is great for #relaxation and to aid in #sleeping making it a real winner for #migrainerelief. It’s one of the most effective teas available to depress the #nervoussystem which relaxes your whole body and relieves #anxiety too"":  https://t.co/ydubduw63s @MigraineStrong1",en,"[{'screen_name': 'migrainestrong1', 'name': 'migraine strong - eileen', 'id': '1105092975149891584'}]",['https://buff.ly/2KlbPBA'],[],0,0,3,"['chamomile', 'relaxation', 'sleeping', 'migrainerelief', 'nervoussystem', 'anxiety']",[],https://twitter.com/AChVoice/status/1432606634455416833,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
25,1432598581874024451,1432598581874024448,2021-08-31 06:58:12+00:00,2021-08-31,06:58:12,0,1202971763283570693,lfc_woshijay,jayden,,I swear Liverpool during transfer windows make me depress.,en,[],[],[],1,0,2,[],[],https://twitter.com/LFC_woshijay/status/1432598581874024451,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
26,1432591645761945605,1432591645761945600,2021-08-31 06:30:39+00:00,2021-08-31,06:30:39,0,1215170883699929088,julesthelesbian,julesssss;),,im so depressed im not finding any celebrities attractive like huh?,en,[],[],[],1,0,0,[],[],https://twitter.com/julesthelesbian/status/1432591645761945605,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
27,1432588795849818115,1432585303068270592,2021-08-31 06:19:19+00:00,2021-08-31,06:19:19,0,4044827188,joncheetham1,"Jon Cheetham, 人間ロボット",,Update there are better movies to start when you are eating a lovely ice based dessert but I've been meaning to get round to this film. And I have been avoiding watching it late at night and getting depressed before bed,en,[],[],[],0,0,0,[],[],https://twitter.com/JonCheetham1/status/1432588795849818115,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
28,1432567284946538506,1432566175318245376,2021-08-31 04:53:51+00:00,2021-08-31,04:53:51,0,1397132208461074432,ellie_jellies,no.,,I don't appreciate people telling me off like this when they have no place in my life sia. you don't know me 🙄 bet my mum didn't even tell him i used to be depressed right? huhh????,en,[],[],[],1,0,0,[],[],https://twitter.com/ellie_jellies/status/1432567284946538506,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
29,1432557842385424386,1432557842385424384,2021-08-31 04:16:19+00:00,2021-08-31,04:16:19,0,340193407,nikhitalisha,nikhita alisha,,need to feel less depressed lmao,en,[],[],[],0,0,0,[],[],https://twitter.com/nikhitalisha/status/1432557842385424386,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
30,1432530527630729216,1432528764299186176,2021-08-31 02:27:47+00:00,2021-08-31,02:27:47,0,1430061020064583684,voniqq,voniqq,,@Skorplol many people are gonna get depressed,en,[],[],[],1,0,0,[],[],https://twitter.com/voniqq/status/1432530527630729216,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'Skorplol', 'name': 'SVN Skorp', 'id': '1310807627991904256'}]",,,,
31,1432494846661455876,1432494846661455872,2021-08-31 00:06:00+00:00,2021-08-31,00:06:00,0,82796294,lchanwrites,Team Two Dogs,,Big rain outside. Two bois doing a depress.  https://t.co/RMvNhSa7bo,en,[],[],['https://pbs.twimg.com/media/E-E-eHgVIAAZl_U.jpg'],2,0,7,[],[],https://twitter.com/lchanwrites/status/1432494846661455876,False,,1,https://pbs.twimg.com/media/E-E-eHgVIAAZl_U.jpg,,"1.290270,103.851959,20km",,,,,[],,,,
32,1432420426903433222,1432409422949662720,2021-08-30 19:10:17+00:00,2021-08-30,19:10:17,0,1002772977635782657,huynh_rome,Rome ☃️,,@anasuu_ :( stay strong Matt. I had a kitten and she went through the same thing. it's horrid to watch. I visited goma yesterday and he's depressed,en,[],[],[],0,0,1,[],[],https://twitter.com/huynh_rome/status/1432420426903433222,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'anasuu_', 'name': 'Anasu', 'id': '2960329923'}]",,,,
33,1432404417907605505,1432404417907605504,2021-08-30 18:06:40+00:00,2021-08-30,18:06:40,0,983881493675065345,wawarmln,ethan lee,,depressed but well dressed  https://t.co/FQAMl10XW0,en,[],[],"['https://pbs.twimg.com/media/E-DsOSZVgAEaGMi.jpg', 'https://pbs.twimg.com/media/E-DsOSaUYAEVJWB.jpg', 'https://pbs.twimg.com/media/E-DsOSdVgAAsV5M.jpg', 'https://pbs.twimg.com/media/E-DsOSZVcAEMXWi.jpg']",0,0,1,[],[],https://twitter.com/wawarmln/status/1432404417907605505,False,,1,https://pbs.twimg.com/media/E-DsOSZVgAEaGMi.jpg,,"1.290270,103.851959,20km",,,,,[],,,,
34,1432387881528696835,1432386794926993408,2021-08-30 17:00:58+00:00,2021-08-30,17:00:58,0,90882516,alec_trik,Alexander Diehl,,@danpfeiffer @PodSaveAmerica @SenatorSinema That is literally how depressed people argue.,en,[],[],[],1,0,12,[],[],https://twitter.com/alec_trik/status/1432387881528696835,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'danpfeiffer', 'name': 'Dan Pfeiffer', 'id': '2922928743'}, {'screen_name': 'PodSaveAmerica', 'name': 'Pod Save America', 'id': '816869611480186880'}, {'screen_name': 'SenatorSinema', 'name': 'Kyrsten Sinema', 'id': '1080844782'}]",,,,
35,1432376324975480833,1432376324975480832,2021-08-30 16:15:02+00:00,2021-08-30,16:15:02,0,778806535308779521,drifty2413,Drifty,,This is the reason why I don't talk in valorant rank matches. It really makes me feel depressed  #Valorant #toxicpeople @RiotSupport @PlayVALORANT  https://t.co/tzL2cUmKsv,en,"[{'screen_name': 'riotsupport', 'name': 'riot games support', 'id': '1923462103'}, {'screen_name': 'playvalorant', 'name': 'valorant', 'id': '1230550898616586242'}]",[],[],2,0,3,"['valorant', 'toxicpeople']",[],https://twitter.com/Drifty2413/status/1432376324975480833,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1432375971546472449/pu/img/8V4weDMZVDESe6xn.jpg,,"1.290270,103.851959,20km",,,,,[],,,,
36,1432369854208622597,1432369854208622592,2021-08-30 15:49:20+00:00,2021-08-30,15:49:20,0,1312008773905469443,rafishraf,rafrafraf,,"today i spammed 😔 really2 sad and depressed, need to stop forgetting about my meds",en,[],[],[],0,0,0,[],[],https://twitter.com/rafishraf/status/1432369854208622597,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
37,1432358126427127811,1432358126427127808,2021-08-30 15:02:43+00:00,2021-08-30,15:02:43,0,1309896721518833664,angstymacspicy,David,,depressed again idk why,en,[],[],[],0,0,0,[],[],https://twitter.com/angstymacspicy/status/1432358126427127811,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
38,1432328581435121665,1432328581435121664,2021-08-30 13:05:19+00:00,2021-08-30,13:05:19,0,1141482885515366400,photographyyan,Nik_Yan_photography,,Feeling depressed A client refuse to pay up $30 for a photo just because i don't wanna give him the 2nd for free ...  Which we never agreed on during the shoot,en,[],[],[],0,0,0,[],[],https://twitter.com/PhotographyYan/status/1432328581435121665,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
39,1432327367981027330,1432326103062888448,2021-08-30 13:00:30+00:00,2021-08-30,13:00:30,0,1421114599311495170,rxhhchin,Chin Rxhh,,@wilmonroyalty The things that make me feel scared and worried is maybe she already send that naked or horny pics to Edvin's Instagram or Twitter privately.Just hope that Edvin will not see this sucking post today.Don't wanna him become depressed and stressed after seeing such condition.😔😔😔,en,[],[],[],0,0,0,[],[],https://twitter.com/RxhhChin/status/1432327367981027330,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'wilmonroyalty', 'name': 'rania 🧸', 'id': '1011537563746570240'}]",,,,
40,1432312566802370563,1432312566802370560,2021-08-30 12:01:41+00:00,2021-08-30,12:01:41,0,784252284372815872,emanaiqal,Q.Ramli😕,,Too much fucked up made me depressed neither relationship or friendship,en,[],[],[],0,0,0,[],[],https://twitter.com/EmanAiqal/status/1432312566802370563,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
41,1432308470372442114,1432308470372442112,2021-08-30 11:45:24+00:00,2021-08-30,11:45:24,0,469327316,matosauceb3,Corpse Flower,,Ok i gotta go do my stuffs. If I keep thinking abt Inteleon I'm gonna be depress dnfjjdfjkf,en,[],[],[],0,0,0,[],[],https://twitter.com/MatosauceB3/status/1432308470372442114,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
42,1432277743899582464,1432277743899582464,2021-08-30 09:43:19+00:00,2021-08-30,09:43:19,0,945366511,shamrock5040,🍀,,Burned out. Depressed. Fuckup. Terribly painful inside!!!!! Like burningggg,en,[],[],[],0,0,1,[],[],https://twitter.com/shamrock5040/status/1432277743899582464,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
43,1432263331998433281,1432263331998433280,2021-08-30 08:46:03+00:00,2021-08-30,08:46:03,0,469327316,matosauceb3,Corpse Flower,,Ragnarok Thor and Fat Depress Thor is such a big transition....... But he is so fine either ways,en,[],[],[],0,0,0,[],[],https://twitter.com/MatosauceB3/status/1432263331998433281,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
44,1432237447958593536,1432237447958593536,2021-08-30 07:03:11+00:00,2021-08-30,07:03:11,0,193372574,ceebee_em,purplepoetry88 🐉,,Saan kaya yung mga “depressed parishes” na ito? Kailangan ko na talaga mag-simba at mangumpisal.  https://t.co/GG7nWbjCPg,tl,[],[],['https://pbs.twimg.com/media/E-BUXQmVIAU2x2g.jpg'],3,2,18,[],[],https://twitter.com/ceebee_em/status/1432237447958593536,False,,1,https://pbs.twimg.com/media/E-BUXQmVIAU2x2g.jpg,,"1.290270,103.851959,20km",,,,,[],,,,
45,1432177909557432328,1432177909557432320,2021-08-30 03:06:36+00:00,2021-08-30,03:06:36,0,1069727208392933377,bebetiano,𝓒ℓ𝔞ⓡ€ᵇ𝒆ᵃ𝐑 💋,,Im really depressed!! So many news of death in these 2 days. 😭😭😭,en,[],[],[],0,0,0,[],[],https://twitter.com/BeBeTiano/status/1432177909557432328,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
46,1432165525220515841,1432165108180914176,2021-08-30 02:17:24+00:00,2021-08-30,02:17:24,0,207867870,wayweirdboobs,AnhedoniaExpress,,"one of the more fucked up paradoxes of weed for me is that it certainly tamps down my anxiety but longterm it will get me depressed in a ....mime box kind of way. like i can see the walls, but not do much but touch them.",en,[],[],[],1,0,0,[],[],https://twitter.com/wayweirdboobs/status/1432165525220515841,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
47,1432146463736225794,1432146463736225792,2021-08-30 01:01:39+00:00,2021-08-30,01:01:39,0,1348452409257779200,pinaandpeanut,𝒶𝒻𝓇𝒾𝓃𝒶,,ya Allah makin depress aku baca manga nie 😭,in,[],[],[],0,0,0,[],[],https://twitter.com/pinaandpeanut/status/1432146463736225794,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
48,1432042448545452033,1432042448545452032,2021-08-29 18:08:20+00:00,2021-08-29,18:08:20,0,1251975744919441408,cyrusllx1,🐺,,Kinda tired kinda lazy kinda depressed what's new?,en,[],[],[],0,0,0,[],[],https://twitter.com/Cyrusllx1/status/1432042448545452033,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
49,1431992161629728776,1431992161629728768,2021-08-29 14:48:31+00:00,2021-08-29,14:48:31,0,1212440166175924224,moistpot,moistpot,,come to CSGO where we are all depressed old men with no energy to flame anyone,en,[],[],[],0,0,0,[],[],https://twitter.com/moistpot/status/1431992161629728776,False,https://twitter.com/Annie_Dro/status/1431700371592949760,0,,,"1.290270,103.851959,20km",,,,,[],,,,
50,1431981701211688975,1431981701211688960,2021-08-29 14:06:57+00:00,2021-08-29,14:06:57,0,1545695346,shakti_94,Sakthivel Shellahmutto,,Is it all overwhelming or am I being depressed?,en,[],[],[],0,0,0,[],[],https://twitter.com/Shakti_94/status/1431981701211688975,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
51,1431937029462388737,1431712740222046208,2021-08-29 11:09:26+00:00,2021-08-29,11:09:26,0,942370785317896192,trailgamer5,Trailgamer5 🇸🇬 🏳️‍🌈,,@_teitokuma No joke that hoax made me temporarily depressed,en,[],[],[],0,0,1,[],[],https://twitter.com/Trailgamer5/status/1431937029462388737,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': '_teitokuma', 'name': 'ᴡᴏᴏᴢʟᴇ 🇺🇸🌸', 'id': '720830250343501824'}]",,,,
52,1431677433233637377,1431390416822276096,2021-08-28 17:57:54+00:00,2021-08-28,17:57:54,0,1156040888029630464,tslaevangelist,TeslaEvangelist (Anil),,@jessica_kirsh Get a life goal - You will never be depressed again !  1. Learn something and try to master it ! It can be as simple as a musical instrument.  2. Spend time with actual people rather than virtual people online. A good friend will help !  3. Start a business !,en,[],[],[],1,0,0,[],[],https://twitter.com/tslaevangelist/status/1431677433233637377,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'jessica_kirsh', 'name': '🌻 Jessica Kirsh', 'id': '199564329'}]",,,,
53,1431656106825183235,1431656106825183232,2021-08-28 16:33:09+00:00,2021-08-28,16:33:09,0,3354403881,nashrulaqmal95,aqmal,,Bil boleh jalan2 🙁. Nak depress dah ni,in,[],[],[],2,0,0,[],[],https://twitter.com/nashrulaqmal95/status/1431656106825183235,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
54,1431616623731888133,1431609872550928384,2021-08-28 13:56:15+00:00,2021-08-28,13:56:15,0,1180173541548810246,frightlight1,Butterflyofsadness 🇸🇬,,@cosmologz I didn't know shit about Geni until Ur arts and I guess I started to liek him cuz he's evil but also who wouldn't like to poke fun at a big tiddie depressed lion,en,[],[],[],0,0,1,[],[],https://twitter.com/FrightLight1/status/1431616623731888133,False,,0,,,"1.290270,103.851959,20km",,,,,"[{'screen_name': 'cosmologz', 'name': '☀️', 'id': '724961094498959360'}]",,,,
55,1431612569551204352,1431612569551204352,2021-08-28 13:40:09+00:00,2021-08-28,13:40:09,0,149838033,nalynnalam,nalinnnnnn ⁷,,boleh start lagi aku dah depressed niii,in,[],[],[],1,0,0,[],[],https://twitter.com/nalynnalam/status/1431612569551204352,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
56,1431586316420931585,1431586316420931584,2021-08-28 11:55:50+00:00,2021-08-28,11:55:50,0,149838033,nalynnalam,nalinnnnnn ⁷,,"ah aku da start depressed niii!😭😭😭😭😭😭 my favorite sisterrrrrrrrrr aaaaaaaallaaaa. nak nangissss! maksudnya kan nanti kalau dah start kerja, tak satu shift nanti memang takkan jumpa laaa. alaaaa liza😭😭😭😭😭",in,[],[],[],0,0,0,[],[],https://twitter.com/nalynnalam/status/1431586316420931585,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
57,1431508183881707522,1431508182183002112,2021-08-28 06:45:21+00:00,2021-08-28,06:45:21,0,823169767263473668,nayeenx,min 🌸,,but the job was such a scam literally a scam. It wasn’t what I expected. I told him everything that happened yesterday and he doesn’t know but it actually makes me feel super depressed.  All I wanted to do was saving enough money to buy some stuff but unable to bcus of-,en,[],[],[],1,0,0,[],[],https://twitter.com/nayeenx/status/1431508183881707522,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
58,1431456489852473347,1431456489852473344,2021-08-28 03:19:57+00:00,2021-08-28,03:19:57,0,754689943780274176,rileylism,riley,,but anyways can't wait until I can move into his room and put a giant Xiaomi tv with a bootleg android box that somehow has access to all tv channels in the world so I can just vibe and not be depressed at home,en,[],[],[],1,0,1,[],[],https://twitter.com/rileylism/status/1431456489852473347,False,,0,,,"1.290270,103.851959,20km",,,,,[],,,,
